Hugo_Symbol	Entrez_Gene_Id	TCGA-43-7657	TCGA-58-8386	TCGA-22-5478	TCGA-22-5472	TCGA-43-5670	TCGA-60-2709	TCGA-22-5489	TCGA-77-8007	TCGA-22-5471	TCGA-22-4609	TCGA-22-5482	TCGA-56-8082	TCGA-22-5483	TCGA-56-8623	TCGA-33-4587	TCGA-56-7579	TCGA-43-3394	TCGA-34-8454	TCGA-77-7338	TCGA-43-6143	TCGA-43-6773	TCGA-51-4080	TCGA-34-7107	TCGA-39-5040	TCGA-43-6771	TCGA-92-7340	TCGA-77-7138	TCGA-77-7142	TCGA-56-7823	TCGA-22-5491	TCGA-22-5481	TCGA-90-7767	TCGA-77-8008	TCGA-56-7730	TCGA-33-6737	TCGA-56-7582	TCGA-56-7731	TCGA-77-7337	TCGA-43-7658	TCGA-56-8201	TCGA-85-7710	TCGA-56-7580	TCGA-43-6647	TCGA-90-6837	TCGA-56-8083	TCGA-51-4079	TCGA-56-7222	TCGA-22-4593	TCGA-51-4081	TCGA-56-8309
TPRG1	285386	287.01	303.44	444.72	226.54	327.56	379.04	366.09	221.86	287.01	483.38	358.54	423.61	384.34	454.09	426.57	514.56	420.68	293.07	400.71	208.38	145.02	371.22	204.07	603.67	265.87	409.15	314.17	567.1	316.37	435.55	299.25	403.5	187.71	454.09	371.22	327.56	215.77	444.72	587.13	480.04	190.34	536.45	480.04	234.57	559.28	318.57	215.77	166.73	307.69	412.0
PVRL4	81607	148.09	142.01	109.66	130.6	137.14	215.77	187.71	145.02	183.82	113.56	96.01	162.14	111.99	138.1	88.26	123.5	110.43	90.77	125.24	128.79	72.01	93.35	100.13	66.65	232.94	88.26	165.57	103.69	97.36	115.97	153.34	91.41	100.83	169.07	51.35	141.02	87.03	118.43	148.09	135.24	111.21	85.82	72.52	71.5	58.71	94.67	176.29	102.97	143.01	139.07
ZNF30	90075	112.77	36.79	63.0	57.89	60.82	14.67	57.08	36.27	55.49	46.84	63.89	18.56	29.7	62.12	67.12	55.1	49.91	64.8	59.13	52.45	43.32	50.63	33.78	31.45	19.11	50.98	90.14	83.45	32.59	59.13	53.57	41.22	52.82	44.89	77.79	77.79	14.14	75.11	64.34	32.59	90.14	83.45	43.63	47.17	63.89	44.57	49.91	39.5	43.02	50.27
PARK2	5071	28.45	22.92	32.59	26.67	30.34	20.56	31.9	24.81	24.81	40.93	30.78	29.48	29.06	23.42	15.91	24.28	27.25	31.0	43.02	31.67	21.94	22.75	25.35	19.97	25.17	43.02	26.28	29.7	28.65	28.65	29.27	33.3	18.56	24.99	35.25	28.04	20.71	31.45	24.99	29.27	18.43	34.75	28.04	23.59	33.78	28.45	24.81	13.62	23.08	27.84
P2RX7	5027	194.36	177.53	305.55	221.86	157.68	71.0	127.89	112.77	180.02	201.25	205.5	108.14	135.24	253.23	121.79	231.32	150.17	173.85	123.5	163.28	241.19	305.55	215.77	81.71	140.04	214.27	135.24	176.29	141.02	103.69	110.43	161.02	102.25	46.84	169.07	228.13	74.06	220.32	126.12	169.07	217.27	307.69	173.85	212.78	130.6	109.66	132.44	249.73	182.55	162.14
MLST8	64223	748.61	896.64	703.28	693.58	638.15	567.1	860.08	848.22	748.61	579.04	684.02	547.75	860.08	748.61	902.89	633.73	974.5	718.08	540.19	836.53	603.67	842.36	780.44	708.18	551.56	500.46	669.92	551.56	769.69	915.51	878.17	638.15	775.05	780.44	728.11	688.78	514.56	665.29	688.78	848.22	669.92	698.41	764.36	743.43	848.22	759.08	703.28	878.17	825.0	748.61
DDIT3	1649	599.49	909.17	808.0	587.13	693.58	974.5	500.46	723.08	656.11	679.29	708.18	866.07	400.71	1073.91	902.89	848.22	567.1	1051.79	674.59	629.35	713.11	620.67	713.11	1639.59	866.07	665.29	981.29	769.69	607.87	759.08	1104.13	723.08	878.17	718.08	629.35	718.08	490.14	941.27	915.51	1111.82	718.08	738.29	718.08	559.28	974.5	1104.13	764.36	457.25	708.18	921.88
CDH7	1005	1.58	4.46	0.0	0.0	2.48	0.0	0.65	1.22	0.32	0.0	0.31	0.0	0.0	0.0	1.6	2.68	0.33	3.47	0.32	0.0	0.96	1.23	0.0	0.29	0.64	0.93	0.31	1.58	0.3	0.97	0.32	1.23	0.61	0.31	1.51	0.61	0.0	0.31	0.0	0.33	2.97	0.66	0.0	0.0	1.85	0.31	0.0	0.0	0.0	0.0
C6ORF165	0	165.57	62.12	29.06	90.14	432.53	74.58	155.5	52.45	158.79	17.51	83.45	59.97	3.41	150.17	44.57	236.21	128.79	9.56	28.04	2.73	212.78	23.93	2.81	20.56	1.51	92.05	56.28	15.8	93.35	3.06	53.19	131.51	17.64	178.77	144.01	126.12	34.51	21.01	204.07	29.27	76.71	8.58	21.47	2.34	9.06	11.82	1.83	3.5	21.78	334.46
REXO1	57455	307.69	466.88	379.04	371.22	379.04	587.13	406.31	265.87	507.46	454.09	368.65	599.49	460.44	497.0	232.94	567.1	521.76	563.18	309.83	514.56	480.04	514.56	591.22	320.8	603.67	486.75	409.15	255.0	486.75	366.09	497.0	521.76	587.13	476.71	285.03	441.64	629.35	432.53	441.64	629.35	389.72	264.03	587.13	384.34	698.41	759.08	521.76	191.67	660.68	371.22
CD6	923	249.73	293.07	341.51	128.79	262.2	123.5	153.34	289.02	129.69	223.41	275.28	164.42	189.02	309.83	121.79	279.14	93.35	291.04	131.51	287.01	100.13	309.83	366.09	143.01	283.05	111.21	112.77	117.6	265.87	170.25	260.38	124.37	136.19	90.14	486.75	211.31	65.72	312.0	197.09	236.21	595.34	173.85	146.03	101.54	115.16	131.51	70.01	204.07	323.03	161.02
PLSCR5	389158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	1.33	0.0	0.68	3.56	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.65	1.01	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.35	0.0
BMPR1A	657	197.09	175.07	236.21	264.03	239.52	162.14	187.71	111.99	206.94	195.72	229.72	209.84	221.86	167.9	183.82	285.03	237.86	244.57	277.2	144.01	165.57	157.68	129.69	241.19	136.19	318.57	189.02	242.88	136.19	150.17	159.9	242.88	215.77	170.25	221.86	218.79	115.97	289.02	159.9	187.71	198.47	265.87	291.04	239.52	264.03	194.36	140.04	152.28	122.64	154.42
OTUD4	54726	387.02	334.46	536.45	473.41	500.46	483.38	348.71	242.88	397.93	525.39	412.0	1030.12	376.41	346.29	236.21	490.14	384.34	403.5	420.68	285.03	466.88	346.29	289.02	316.37	665.29	718.08	435.55	595.34	463.65	289.02	307.69	457.25	486.75	334.46	454.09	511.0	638.15	473.41	371.22	371.22	450.94	450.94	457.25	426.57	384.34	363.56	420.68	314.17	339.14	392.44
CPLX3	594855	0.67	0.0	0.0	0.0	0.66	0.65	0.0	4.13	0.0	0.0	0.66	0.0	0.67	2.43	0.0	2.41	0.0	1.14	0.0	0.72	0.0	0.65	0.73	0.0	0.0	0.65	0.0	1.13	0.0	0.0	0.0	0.65	0.0	1.11	0.0	0.0	1.55	0.66	0.0	0.0	1.53	1.14	0.66	0.0	1.55	0.66	0.0	0.0	2.12	0.0
AC142381.1	0	0.0	0.0	0.0	0.0	3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.54	0.0	0.0	0.0	16.63	0.0	20.71	0.0	0.0	30.56	0.0	0.0	0.0	9.2	0.0	0.0	0.0	0.0	0.0	9.34	8.25	0.0	0.0	0.0	5.92	0.0	0.0	3.89	0.0	2.94	0.0	0.0	2.07	0.0	5.23	10.96	0.0
NRAS	4893	400.71	429.54	486.75	486.75	457.25	660.68	423.61	555.41	381.68	497.0	486.75	633.73	444.72	353.59	412.0	490.14	426.57	356.05	529.06	392.44	444.72	397.93	400.71	525.39	476.71	579.04	435.55	507.46	587.13	363.56	371.22	497.0	412.0	387.02	514.56	567.1	514.56	490.14	343.89	358.54	507.46	414.87	435.55	473.41	363.56	486.75	406.31	660.68	353.59	348.71
ODF3L2	284451	6.41	7.51	6.41	6.11	3.59	1.95	6.06	4.58	6.06	5.41	7.06	5.96	2.1	7.0	9.2	6.89	5.73	20.56	4.82	5.32	9.93	7.69	5.92	11.55	5.5	8.92	3.59	7.17	7.94	4.43	2.89	6.89	10.16	13.72	11.38	10.55	7.34	4.39	14.56	4.54	4.62	10.55	6.36	10.63	6.21	5.92	5.59	4.24	3.76	11.3
LIN54	132660	87.65	85.22	111.99	135.24	81.71	69.52	77.25	75.64	80.57	100.13	107.38	63.89	64.8	76.17	77.79	94.67	115.97	89.51	99.43	78.34	83.45	100.13	82.29	62.12	60.39	125.24	95.34	115.16	93.35	65.26	67.12	71.0	63.45	53.19	97.36	105.89	57.89	122.64	75.64	71.0	107.38	114.36	77.79	95.34	80.01	76.17	76.17	70.51	78.34	70.01
FPGT	8790	221.86	234.57	194.36	226.54	228.13	186.4	144.01	246.28	244.57	186.4	164.42	88.88	202.66	201.25	366.09	239.52	135.24	156.59	229.72	136.19	228.13	194.36	143.01	320.8	121.79	220.32	209.84	265.87	234.57	127.0	159.9	172.65	170.25	129.69	226.54	267.73	75.64	204.07	217.27	140.04	281.09	242.88	158.79	152.28	114.36	107.38	260.38	171.45	187.71	204.07
ANKRD30B	374860	0.79	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.41	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.39	4.24	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.39
NAMPT	10135	1991.0	5041.77	5594.3	3039.3	3280.18	19214.73	1709.26	5872.48	3103.19	11112.3	3212.66	21468.49	8718.32	4010.71	2351.53	3716.2	6887.62	1359.57	3372.43	3928.15	9474.59	3146.52	12160.22	10154.69	14461.21	13681.08	1896.65	4704.07	3639.7	3018.3	3515.68	6840.04	8078.22	4736.79	3039.3	1857.6	21320.18	2720.15	2104.58	8479.89	1950.0	1832.01	7589.61	3665.02	3716.2	5112.16	3372.43	7032.37	7803.01	2520.38
NLRP12	91662	22.59	29.06	43.63	38.4	17.64	64.34	26.28	28.04	43.94	20.56	29.7	47.17	28.45	35.76	21.47	37.05	23.59	26.28	21.78	22.75	35.76	89.51	49.91	14.35	31.45	27.84	50.63	46.18	18.84	16.03	29.91	29.7	47.84	23.93	29.7	55.1	27.05	31.67	31.0	58.71	27.84	33.06	59.13	36.01	35.0	11.13	26.67	52.45	48.18	31.22
CUTC	51076	444.72	417.77	400.71	435.55	473.41	476.71	543.96	423.61	423.61	327.56	417.77	346.29	334.46	480.04	563.18	483.38	346.29	503.95	473.41	457.25	473.41	392.44	361.04	493.56	320.8	473.41	454.09	483.38	432.53	511.0	444.72	450.94	463.65	392.44	507.46	466.88	293.07	525.39	447.82	420.68	536.45	363.56	395.18	403.5	525.39	426.57	392.44	493.56	348.71	493.56
ITCH	83737	395.18	358.54	470.14	532.74	417.77	376.41	314.17	303.44	351.14	463.65	400.71	351.14	332.14	323.03	318.57	463.65	373.81	395.18	460.44	339.14	454.09	343.89	450.94	301.33	341.51	642.59	361.04	497.0	384.34	251.48	301.33	379.04	361.04	246.28	486.75	414.87	384.34	521.76	358.54	307.69	518.15	417.77	400.71	457.25	361.04	309.83	381.68	336.79	299.25	343.89
THAP1	55145	158.79	154.42	163.28	130.6	173.85	112.77	162.14	149.12	142.01	138.1	148.09	138.1	110.43	120.94	256.78	175.07	206.94	194.36	211.31	151.22	137.14	150.17	142.01	185.11	94.67	187.71	199.85	217.27	120.1	130.6	154.42	137.14	156.59	90.77	241.19	206.94	121.79	202.66	146.03	122.64	209.84	198.47	156.59	137.14	130.6	105.89	145.02	147.06	128.79	109.66
TAOK2	9344	974.5	679.29	1023.0	890.44	878.17	540.19	995.0	567.1	854.13	915.51	1037.29	902.89	674.59	988.12	575.03	693.58	825.0	954.43	532.74	723.08	860.08	1143.1	669.92	638.15	785.88	785.88	1001.93	607.87	974.5	902.89	902.89	928.3	954.43	872.1	860.08	961.07	808.0	555.41	921.88	791.35	848.22	733.19	1044.52	1015.93	1096.5	1183.45	638.15	575.03	947.83	884.29
FOS	2353	25708.25	45701.96	9151.82	1572.76	4010.71	11745.96	56657.31	9025.81	37639.55	32092.64	17078.76	20593.91	5329.3	22692.63	34876.28	5041.77	31432.17	16157.44	43236.64	8963.45	25530.66	16843.62	24490.61	6037.61	17927.91	7589.61	27938.14	3540.14	10585.95	37639.55	3794.3	5555.65	14163.58	7485.11	26067.14	14461.21	9474.59	7382.04	15392.14	51417.5	4181.07	21617.82	12676.65	29531.18	5672.41	39510.91	21172.91	6079.61	49666.0	9474.59
GLUD2	2747	20.71	22.26	23.93	31.45	15.8	29.27	17.77	18.03	27.05	28.86	30.12	23.93	37.59	22.92	29.48	23.76	15.8	17.38	32.13	18.7	48.18	21.47	24.81	18.56	29.27	28.45	21.63	19.68	18.16	16.15	18.43	26.67	19.39	10.88	32.82	30.12	16.75	28.65	18.16	20.56	23.42	22.75	23.59	30.34	22.59	27.64	11.21	34.02	22.75	22.1
HOPX	84525	8363.13	12853.63	12853.63	7180.15	9215.48	27363.16	9409.14	17437.64	11664.82	14262.1	6983.79	8718.32	9808.75	9945.68	23492.92	8901.53	8191.0	8538.88	15824.9	6079.61	5366.37	9606.86	4671.57	28923.41	8305.36	10659.59	10659.59	12676.65	8421.31	15824.9	9344.14	8658.09	5329.3	11664.82	13033.07	7911.95	9673.69	13586.57	16496.96	17558.94	7230.1	7857.29	8901.53	8840.04	13399.51	10440.2	20881.4	12076.21	6121.9	10883.59
GPR128	84873	0.0	0.0	0.0	0.0	2.23	0.0	1.17	0.4	0.0	0.43	0.0	0.0	0.42	0.4	0.0	0.0	0.42	0.42	0.0	0.0	0.0	0.77	0.0	0.0	0.41	175.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MMP9	4318	368.65	435.55	371.22	134.3	339.14	665.29	150.17	679.29	48.52	323.03	264.03	563.18	234.57	525.39	228.13	84.04	231.32	1936.53	108.9	607.87	1096.5	460.44	376.41	74.58	277.2	543.96	68.55	99.43	190.34	228.13	384.34	748.61	490.14	368.65	89.51	420.68	753.83	177.53	211.31	1183.45	2855.44	95.34	1709.26	82.29	120.1	166.73	28.45	444.72	1044.52	178.77
CWF19L2	143884	224.97	178.77	199.85	176.29	195.72	137.14	169.07	163.28	171.45	265.87	172.65	161.02	181.28	150.17	234.57	244.57	181.28	209.84	253.23	166.73	205.5	155.5	150.17	244.57	127.89	246.28	187.71	293.07	180.02	177.53	205.5	218.79	163.28	202.66	234.57	212.78	165.57	271.48	214.27	185.11	234.57	228.13	175.07	127.0	201.25	163.28	187.71	100.83	150.17	193.01
HSPB9	94086	7.22	6.41	10.96	3.99	7.88	7.57	15.68	8.65	8.0	3.69	4.98	3.99	7.4	9.2	22.92	0.0	5.15	5.54	18.03	10.39	13.03	5.92	8.19	13.93	2.73	9.13	17.77	14.78	19.39	18.03	15.68	8.32	3.72	3.14	14.45	8.58	4.17	15.0	9.78	8.19	10.71	8.13	7.94	6.62	3.47	12.18	10.08	1.97	8.99	4.43
RHEBL1	121268	38.4	67.59	24.28	31.67	44.25	19.25	53.95	61.25	55.89	27.84	42.71	20.41	14.35	72.52	47.84	72.52	21.94	44.89	50.63	26.67	77.79	39.5	30.34	32.82	16.03	29.91	39.79	31.9	44.57	28.04	37.05	27.25	24.81	41.52	35.5	61.68	20.11	36.01	56.68	14.03	81.71	22.75	15.56	29.91	22.43	18.84	15.45	19.53	22.26	68.55
SCARB2	950	2520.38	1923.14	2627.46	2935.74	2609.3	1896.65	2351.53	2240.11	2417.67	2777.33	2915.45	2133.97	2645.74	1950.0	1709.26	2434.5	2591.27	2739.08	3039.3	2090.03	2997.45	2271.4	2271.4	1508.65	2148.82	3443.31	2645.74	3212.66	2468.49	2209.26	2104.58	2739.08	2163.77	2148.82	2855.44	2682.69	1991.0	3443.31	2502.97	2104.58	1745.2	2682.69	2555.58	2664.15	2255.7	2537.92	2287.2	2997.45	2209.26	2178.83
ISLR2	57611	33.06	23.93	3.63	10.31	7.46	4.98	7.63	6.57	23.93	7.17	11.55	8.25	3.69	26.86	27.05	1.55	4.39	29.06	18.16	31.9	26.1	17.51	42.11	3.69	6.78	13.22	22.59	20.86	5.92	28.04	11.55	15.22	59.97	5.54	28.86	11.13	1.23	8.71	1.89	10.39	16.15	23.08	5.54	1.55	8.0	32.82	0.93	6.62	32.13	5.63
CGNL1	84952	718.08	358.54	1015.93	679.29	543.96	325.29	703.28	232.94	624.99	819.3	769.69	525.39	547.75	521.76	361.04	595.34	665.29	708.18	551.56	493.56	291.04	679.29	361.04	341.51	507.46	733.19	684.02	684.02	507.46	780.44	567.1	684.02	373.81	547.75	525.39	559.28	429.54	698.41	703.28	733.19	334.46	660.68	759.08	802.41	934.76	738.29	511.0	514.56	353.59	454.09
ZNF599	148103	121.79	164.42	103.69	97.36	147.06	79.45	170.25	114.36	134.3	75.64	117.6	70.51	72.01	146.03	149.12	129.69	80.57	127.89	111.21	108.9	90.14	119.26	84.04	105.15	53.19	115.16	108.9	111.21	132.44	124.37	118.43	115.16	80.57	137.14	107.38	155.5	55.1	120.1	137.14	118.43	106.63	141.02	100.13	80.57	134.3	123.5	92.7	76.17	91.41	187.71
C1orf222	85452	187.71	64.8	40.36	162.14	775.05	62.56	297.17	47.17	329.84	37.59	109.66	137.14	5.36	287.01	20.56	381.68	154.42	16.88	24.81	0.64	348.71	48.52	8.45	9.7	1.93	182.55	120.1	19.39	146.03	2.71	120.94	161.02	55.1	361.04	142.01	199.85	51.35	42.41	251.48	65.72	80.57	4.98	50.27	3.59	21.01	16.15	5.92	0.2	51.71	616.37
FOXD3	27022	0.45	1.97	0.45	0.46	0.0	0.0	0.45	0.43	0.45	0.46	0.44	0.42	0.0	0.44	0.45	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.44	0.44	0.0	0.43	0.0	0.45	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.43	0.0	0.44	0.0	0.44	0.46	0.0
POLD2	5425	1963.57	1594.73	1388.16	1870.53	1883.54	1286.18	2664.15	1583.71	1991.0	1594.73	1487.87	1583.71	1950.0	1697.45	1733.13	1721.16	1757.34	1561.89	1709.26	1745.2	1757.34	1639.59	1583.71	1498.22	1561.89	1225.22	1651.0	1397.83	1639.59	2004.85	2004.85	1467.37	2335.28	2224.63	1883.54	1583.71	1794.29	1437.15	1923.14	1628.26	1519.15	1233.75	1844.76	1628.26	1135.2	1594.73	1977.24	2468.49	1697.45	2090.03
RP11-272B17.2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0
PRPS1L1	221823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0
SDHB	6390	1977.24	2240.11	1923.14	1883.54	1896.65	2758.13	1963.57	2835.7	2018.8	1806.78	1819.35	1651.0	1936.53	2047.0	3303.0	2119.22	2434.5	1883.54	2224.63	1721.16	1709.26	2047.0	1794.29	2915.45	1487.87	1832.01	1857.6	1936.53	1950.0	1883.54	1991.0	2018.8	1709.26	2047.0	2090.03	1781.89	1806.78	2193.99	2018.8	1806.78	2119.22	1909.85	1844.76	1709.26	1806.78	1721.16	2090.03	2367.9	1870.53	1991.0
CHCHD6	84303	521.76	551.56	392.44	395.18	674.59	466.88	591.22	518.15	571.05	543.96	417.77	473.41	441.64	642.59	1073.91	500.46	381.68	486.75	532.74	567.1	318.57	417.77	571.05	836.53	339.14	447.82	348.71	325.29	486.75	543.96	669.92	514.56	336.79	660.68	397.93	432.53	387.02	454.09	723.08	543.96	466.88	583.07	460.44	291.04	718.08	395.18	420.68	412.0	587.13	684.02
COMMD3	23412	1096.5	1561.89	884.29	988.12	1037.29	1191.69	1044.52	1709.26	974.5	954.43	967.76	728.11	1143.1	1199.98	2193.99	1359.57	921.88	1191.69	1277.29	1037.29	830.75	961.07	1073.91	2287.2	656.11	890.44	1104.13	1286.18	1111.82	1001.93	1104.13	1119.56	1023.0	1008.9	1498.22	1277.29	638.15	1233.75	1250.98	1044.52	1594.73	1322.37	791.35	723.08	1008.9	854.13	981.29	1066.48	1135.2	1467.37
PLXNC1	10154	194.36	228.13	224.97	256.78	215.77	157.68	356.05	387.02	249.73	293.07	260.38	255.0	248.0	182.55	273.37	265.87	348.71	450.94	303.44	214.27	341.51	279.14	368.65	106.63	130.6	253.23	221.86	287.01	202.66	102.97	137.14	99.43	176.29	95.34	392.44	228.13	191.67	348.71	131.51	209.84	444.72	387.02	348.71	148.09	150.17	146.03	72.52	218.79	351.14	265.87
BAZ2A	11176	813.63	764.36	1023.0	902.89	808.0	480.04	674.59	441.64	878.17	1066.48	934.76	848.22	633.73	915.51	432.53	915.51	967.76	884.29	819.3	693.58	974.5	830.75	854.13	543.96	775.05	1143.1	1030.12	928.3	819.3	638.15	624.99	728.11	872.1	493.56	896.64	995.0	665.29	866.07	759.08	836.53	1081.39	934.76	872.1	1030.12	988.12	819.3	743.43	435.55	866.07	764.36
MMD2	221938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEX3A	92312	15.34	11.38	4.17	14.14	19.68	3.96	13.62	7.63	12.09	4.31	14.78	14.67	6.57	12.45	10.96	18.16	8.51	12.36	9.13	5.82	19.25	16.15	22.1	7.11	12.93	10.96	7.88	6.41	35.25	8.0	6.57	22.92	19.97	10.08	10.79	17.9	6.62	5.63	8.45	5.06	6.89	10.39	3.38	31.67	5.92	8.58	4.5	10.16	18.43	8.65
UPP1	7378	1111.82	1857.6	1159.07	1175.27	1359.57	4239.45	1037.29	1628.26	1277.29	1322.37	830.75	3847.29	1721.16	1651.0	2417.67	1594.73	1151.06	941.27	819.3	1397.83	2485.67	1561.89	1617.0	3515.68	3467.27	1199.98	1259.69	928.3	2061.24	1066.48	1508.65	2119.22	1896.65	2061.24	928.3	1135.2	3018.3	884.29	1295.13	1806.78	1081.39	1059.11	1583.71	1051.79	1529.73	1295.13	1477.58	1832.01	2434.5	1832.01
SLC9A7	84679	28.45	57.08	84.04	57.08	44.25	42.71	31.9	53.57	37.85	34.02	38.67	10.55	43.32	39.22	15.8	26.67	53.57	42.71	17.38	57.89	26.67	78.89	76.71	23.59	39.22	31.45	29.06	25.35	38.4	17.51	33.78	38.95	18.7	30.78	25.54	40.64	38.4	21.78	28.65	27.84	102.25	41.52	46.5	32.36	15.34	28.65	26.28	47.5	87.65	28.65
MRO	83876	6.52	8.51	2.48	7.06	4.43	1.97	4.54	100.83	0.0	3.41	6.41	5.68	25.91	6.78	6.94	2.36	2.53	4.21	0.85	6.31	21.94	3.53	31.0	1.55	3.23	3.2	0.44	4.9	1.95	1.66	3.32	4.31	6.57	1.25	3.89	7.34	2.78	2.03	1.22	5.02	5.87	4.17	3.26	1.58	1.22	1.64	0.44	19.68	12.27	4.66
CHCHD10	400916	2303.12	2609.3	1572.76	1950.0	2351.53	2032.85	2240.11	3540.14	1977.24	1794.29	2061.24	1233.75	2090.03	2609.3	2739.08	2520.38	2133.97	2434.5	2319.15	2895.31	2163.77	2400.97	3103.19	2303.12	1857.6	1088.92	1709.26	1617.0	1583.71	1977.24	2758.13	1896.65	2502.97	3039.3	1135.2	1819.35	2796.65	1936.53	2148.82	1991.0	2400.97	2351.53	1674.06	1709.26	1794.29	2004.85	3124.78	2303.12	2664.15	2645.74
TRPM2	7226	90.77	113.56	55.49	57.49	82.87	59.97	46.5	167.9	27.05	128.79	68.07	40.07	129.69	60.82	43.02	44.25	104.42	95.34	42.71	119.26	142.01	106.63	237.86	53.57	69.03	70.01	44.89	18.84	102.25	56.28	87.65	42.11	80.57	29.27	76.71	84.63	42.71	72.01	52.45	81.14	146.03	64.8	41.52	97.36	36.27	37.32	40.36	63.45	232.94	46.18
UTP14C	9724	251.48	197.09	279.14	289.02	256.78	133.36	239.52	161.02	237.86	262.2	273.37	180.02	189.02	182.55	182.55	232.94	236.21	229.72	249.73	195.72	255.0	202.66	162.14	159.9	155.5	318.57	246.28	283.05	214.27	176.29	208.38	202.66	193.01	177.53	277.2	237.86	175.07	264.03	212.78	189.02	246.28	258.57	248.0	229.72	226.54	211.31	214.27	175.07	170.25	202.66
ZBED2	79413	115.97	91.41	143.01	343.89	152.28	217.27	490.14	232.94	307.69	94.01	130.6	177.53	127.0	529.06	551.56	460.44	84.04	571.05	327.56	115.97	79.45	348.71	27.44	120.1	155.5	177.53	748.61	555.41	159.9	199.85	189.02	201.25	206.94	129.69	105.15	343.89	144.01	246.28	507.46	314.17	246.28	320.8	441.64	163.28	476.71	185.11	251.48	228.13	57.08	447.82
EPPIN	57119	29.06	6.46	1.16	4.43	103.69	9.7	32.59	0.77	21.78	0.51	11.21	14.35	0.0	34.75	12.55	29.27	15.11	0.84	2.56	0.17	37.32	3.82	0.57	1.07	0.0	13.52	5.73	2.56	11.04	0.0	15.8	52.82	1.08	54.72	13.72	11.38	15.8	2.53	36.79	6.31	13.72	11.64	3.26	0.0	1.46	0.46	0.47	0.78	1.57	43.63
RFPL3	10738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	0.97	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.53	0.0	0.0	1.5	0.0	0.0	0.0
TRAPPC3L	100128327	8.58	7.94	4.21	3.89	1.71	2.97	3.89	4.62	1.75	12.36	4.1	4.54	2.86	7.69	10.0	9.2	5.32	6.73	9.63	1.93	6.57	3.69	2.76	9.34	4.43	4.39	4.82	7.22	6.21	8.99	2.48	2.34	3.96	4.13	18.43	3.63	4.03	13.52	8.65	3.56	8.58	10.16	4.5	2.34	8.06	6.46	0.33	4.35	1.45	7.88
TNFRSF12A	51330	1143.1	1674.06	1844.76	1295.13	2287.2	8479.89	1583.71	2384.37	1447.15	2645.74	1697.45	8363.13	2956.17	2209.26	1923.14	2537.92	1183.45	1051.79	1259.69	656.11	1250.98	1498.22	1572.76	6426.31	6164.49	1216.75	1233.75	703.28	3124.78	1519.15	2485.67	5183.54	3081.75	5041.77	1059.11	796.86	8901.53	743.43	1572.76	2468.49	507.46	547.75	3018.3	1304.15	1857.6	3443.31	708.18	1685.71	2720.15	1111.82
